表格名稱,欄位序號,欄位名稱,啟用最低需求版本,型別,PK,UQ,NN,FK,來源表格,預設值,欄位說明
nx10_medal_level,1,id,PRO,VARCHAR(15),True,True,True,False,,GEN,[NX10]+[MDLV]+[7碼流水號]，EX : NX10MDLV0000001
nx10_medal_level,2,tenant_id,PRO,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx10_medal_level,3,level_code,PRO,VARCHAR(10),False,True,True,False,,,等級代碼（唯一），例：BRONZE_IV / SILVER_I / DIAMOND_I。
nx10_medal_level,4,level_name,PRO,VARCHAR(20),False,False,True,False,,,等級中文名稱，例：銅牌IV / 鑽石I。
nx10_medal_level,5,tier,PRO,VARCHAR(10),False,False,True,False,,,大級距（BRONZE/SILVER/GOLD/PLATINUM/DIAMOND）。
nx10_medal_level,6,rank,PRO,INT,False,False,True,False,,,小階（1~4，1=最高，4=最低）。
nx10_medal_level,7,sort_no,PRO,INT,False,False,True,False,,,排序號（1=最低銅IV，20=最高鑽I）。
nx10_medal_level,8,exp_threshold,PRO,INT,False,False,True,False,,0,升至此等級所需最低累積Exp。
nx10_medal_level,9,icon_url,PRO,VARCHAR(500),False,False,False,False,,,勳章圖示路徑（選填）。
nx10_medal_level,10,is_active,PRO,BOOLEAN,False,False,True,False,,TRUE,是否啟用。
nx10_medal_level,11,created_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx10_medal_level,12,created_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,建立人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
nx10_medal_level,13,updated_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx10_medal_level,14,updated_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,更新人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
nx10_emp_medal,1,id,PRO,VARCHAR(15),True,True,True,False,,GEN,[NX10]+[EMMD]+[7碼流水號]，EX : NX10EMMD0000001
