表格名稱,欄位序號,欄位名稱,啟用最低需求版本,型別,PK,UQ,NN,FK,來源表格,預設值,欄位說明
nx04_account_code,1,id,LITE-CORE,VARCHAR(15),True,False,True,False,,,[NX04]+[ACCD]+[7碼流水號]，EX : NX04ACCD0000001
nx04_account_code,2,tenant_id,LITE-CORE,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx04_account_code,3,code,LITE-CORE,VARCHAR(10),False,False,True,False,,,科目代碼（租戶內唯一），例：6132/6139/6150。
nx04_account_code,4,name,LITE-CORE,VARCHAR(50),False,False,True,False,,,科目名稱，例：租金/水電費/電話費。
nx04_account_code,5,category,LITE-CORE,VARCHAR(1),False,False,True,False,,,科目類別（I=收入/E=支出/A=資產/L=負債）。
nx04_account_code,6,is_system,LITE-CORE,BOOLEAN,False,False,True,False,,FALSE,是否系統預設科目（系統預設不可刪除）。
nx04_account_code,7,sort_no,LITE-CORE,INT,False,False,True,False,,,排序用。
nx04_account_code,8,is_active,LITE-CORE,BOOLEAN,False,False,True,False,,TRUE,是否啟用。
nx04_account_code,9,created_at,LITE-CORE,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx04_account_code,10,created_by,LITE-CORE,VARCHAR(15),False,False,True,False,,,建立人（使用者ID）。
nx04_account_code,11,updated_at,LITE-CORE,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx04_account_code,12,updated_by,LITE-CORE,VARCHAR(15),False,False,True,False,,,更新人（使用者ID）。
nx04_ap_ledger,1,id,LITE-CORE,VARCHAR(15),True,False,True,False,,,[NX04]+[APLE]+[7碼流水號]，EX : NX04APLE0000001
nx04_ap_ledger,2,tenant_id,LITE-CORE,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx04_ap_ledger,3,doc_no,LITE-CORE,VARCHAR(16),False,True,True,False,,,AP單號（唯一），[AP]+[年月]+[5碼流水號]，EX：AP-202604-00001
nx04_ap_ledger,4,supplier_id,LITE-CORE,VARCHAR(15),False,False,True,True,nx00_partner,,廠商ID（FK nx00_partner）。
