表格名稱,欄位序號,欄位名稱,啟用最低需求版本,型別,PK,UQ,NN,FK,來源表格,預設值,欄位說明
nx06_doc_link,1,id,LITE-CORE,VARCHAR(15),True,True,True,False,,GEN,[NX06]+[DOCL]+[7碼流水號]，EX : NX06DOCL0000001
nx06_doc_link,2,tenant_id,LITE-CORE,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx06_doc_link,3,from_doc_type,LITE-CORE,VARCHAR(2),False,False,True,False,,,來源單據類型（RF=詢價/PO=採購/TI=調貨/RR=進貨/PR=退供應商/QT=報價/SO=銷貨/SR=銷退/ST=調撥/PK=撿貨/PL=包貨/DN=送貨）。
nx06_doc_link,4,from_doc_id,LITE-CORE,VARCHAR(15),False,False,True,False,,,來源單據ID（不設FK，避免跨模組綁死）。
nx06_doc_link,5,from_doc_no,LITE-CORE,VARCHAR(16),False,False,True,False,,,來源單號快照（例：QT-202604-Z01-00001）。
nx06_doc_link,6,from_item_id,LITE-CORE,VARCHAR(15),False,False,False,False,,,來源明細ID（可空，需要追蹤明細層級關聯時填入）。
nx06_doc_link,7,to_doc_type,LITE-CORE,VARCHAR(2),False,False,True,False,,,目標單據類型（同 from_doc_type 字典值）。
nx06_doc_link,8,to_doc_id,LITE-CORE,VARCHAR(15),False,False,True,False,,,目標單據ID（不設FK）。
nx06_doc_link,9,to_doc_no,LITE-CORE,VARCHAR(16),False,False,True,False,,,目標單號快照（例：SO-202604-Z01-00001）。
nx06_doc_link,10,to_item_id,LITE-CORE,VARCHAR(15),False,False,False,False,,,目標明細ID（可空）。
nx06_doc_link,11,link_type,LITE-CORE,VARCHAR(1),False,False,True,False,,,關聯類型（T=CONVERT轉單/R=REFERENCE引用/C=COPY複製）。
nx06_doc_link,12,link_note,LITE-CORE,VARCHAR(200),False,False,False,False,,,關聯說明（例：報價轉銷貨、詢價轉採購）。
nx06_doc_link,13,is_active,LITE-CORE,BOOLEAN,False,False,True,False,,TRUE,是否有效（若取消轉單可改FALSE）。
nx06_doc_link,14,created_at,LITE-CORE,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx06_doc_link,15,created_by,LITE-CORE,VARCHAR(15),False,False,False,True,nx00_user,,建立人（對應使用者ID）。
nx06_doc_link,16,updated_at,LITE-CORE,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx06_doc_link,17,updated_by,LITE-CORE,VARCHAR(15),False,False,False,True,nx00_user,,更新人（對應使用者ID）。
