表格名稱,欄位序號,欄位名稱,啟用最低需求版本,型別,PK,UQ,NN,FK,來源表格,預設值,欄位說明
nx01_rfq,1,id,LITE,VARCHAR(15),TRUE,TRUE,TRUE,FALSE,,GEN,[NX00]+[RFHT]+[7碼流水號]，EX : NX00RFHT0000001
nx01_rfq,2,tenant_id,LITE,VARCHAR(15),FALSE,FALSE,TRUE,TRUE,nx99_tenant,,租戶ID
nx01_rfq,3,doc_no,LITE,VARCHAR(16),FALSE,TRUE,TRUE,FALSE,,GEN,詢價單號（唯一），[RF]+[年月]+[倉別]+[5碼流水號]，EX：RF-202602-Z01-00001
nx01_rfq,4,rfq_date,LITE,DATE,FALSE,FALSE,TRUE,FALSE,,TODAY,詢價日期
nx01_rfq,5,supplier_id,LITE,VARCHAR(15),FALSE,FALSE,FALSE,TRUE,nx00_partner,,供應商（交易對象 ID；僅允許 SUP/BOTH）
nx01_rfq,6,contact_name,LITE,VARCHAR(50),FALSE,FALSE,FALSE,FALSE,,,聯絡人（可空，臨時覆寫 partner 主檔）
nx01_rfq,7,contact_phone,LITE,VARCHAR(30),FALSE,FALSE,FALSE,FALSE,,,聯絡電話（可空）
nx01_rfq,8,currency,LITE,VARCHAR(10),FALSE,FALSE,TRUE,FALSE,,TWD,幣別（LITE 預設 TWD）
nx01_rfq,9,status,LITE,VARCHAR(20),FALSE,FALSE,TRUE,FALSE,,DRAFT,"狀態。(D=DRAFT, S=SENT, R=REPLIED, C=CLOSED, V=VOID)"
nx01_rfq,10,remark,LITE,VARCHAR(200),FALSE,FALSE,FALSE,FALSE,,,備註
nx01_rfq,11,created_at,LITE,TIMESTAMP,FALSE,FALSE,TRUE,FALSE,,NOW,建立時間。
nx01_rfq,12,created_by,LITE,VARCHAR(15),FALSE,FALSE,FALSE,TRUE,nx00_user,,建立人（對應使用者 ID）。
nx01_rfq,13,updated_at,LITE,TIMESTAMP,FALSE,FALSE,TRUE,FALSE,,NOW,更新時間。
nx01_rfq,14,updated_by,LITE,VARCHAR(15),FALSE,FALSE,FALSE,TRUE,nx00_user,,更新人（對應使用者 ID）。
nx01_rfq,15,voided_at,LITE,TIMESTAMP,FALSE,FALSE,FALSE,FALSE,,,作廢時間。
nx01_rfq,16,voided_by,LITE,VARCHAR(15),FALSE,FALSE,FALSE,TRUE,nx00_user,,作廢人（使用者 ID）
nx01_rfq_item,1,id,LITE,VARCHAR(15),TRUE,TRUE,TRUE,FALSE,,GEN,[NX00]+[RFIT]+[7碼流水號]，EX : NX00RFIT0000001
nx01_rfq_item,2,rfq_id,LITE,VARCHAR(15),FALSE,FALSE,TRUE,TRUE,nx01_rfq,,對應詢價單表頭
nx01_rfq_item,3,line_no,LITE,INT,FALSE,FALSE,TRUE,FALSE,,1,"明細排序號（1,2,3...）"
nx01_rfq_item,4,part_id,LITE,VARCHAR(15),FALSE,FALSE,TRUE,TRUE,nx00_part,,零件 ID
nx01_rfq_item,5,part_no,LITE,VARCHAR(50),FALSE,FALSE,TRUE,FALSE,,,零件料號快照（避免主檔變動影響歷史）
nx01_rfq_item,6,part_name,LITE,VARCHAR(200),FALSE,FALSE,TRUE,FALSE,,,零件名稱快照
nx01_rfq_item,7,qty,LITE,"DECIMAL(14,4)",FALSE,FALSE,TRUE,FALSE,,0,詢價數量
nx01_rfq_item,8,unit_price,LITE,"DECIMAL(14,4)",FALSE,FALSE,FALSE,FALSE,,,供應商回覆單價（未回覆可空）
nx01_rfq_item,9,currency_id,LITE,VARCHAR(10),FALSE,FALSE,TRUE,TRUE,nx00_currency,TWD,幣別
nx01_rfq_item,10,lead_time_days,LITE,INT,FALSE,FALSE,FALSE,FALSE,,,交期（天數，可空）
nx01_rfq_item,11,status,LITE,VARCHAR(20),FALSE,FALSE,TRUE,FALSE,,P,"狀態。( P=PENDING, R=REPLIED, S=SELECTED, C=REJECTED )"
nx01_rfq_item,12,remark,LITE,VARCHAR(200),FALSE,FALSE,FALSE,FALSE,,,備註
nx01_rfq_item,13,created_at,LITE,TIMESTAMP,FALSE,FALSE,TRUE,FALSE,,NOW,建立時間。
nx01_rfq_item,14,created_by,LITE,VARCHAR(15),FALSE,FALSE,FALSE,TRUE,nx00_user,,建立人（對應使用者 ID）。
